time,ax,ay,az,aT
408.460,-0.13,0.83,-0.17,0.86
408.466,0.02,-0.29,-0.35,0.45
408.470,0.01,-0.02,-0.14,0.15
408.476,-0.09,0.76,-0.45,0.88
408.480,0.07,-0.66,-0.37,0.76
408.486,0.01,0.16,-0.03,0.16
408.490,0.08,0.67,-0.54,0.86
408.495,-0.00,-0.23,-0.09,0.25
408.501,-0.03,0.17,-0.20,0.26
408.505,-0.00,0.27,-0.66,0.71
408.512,-0.05,-0.09,-0.01,0.10
408.516,-0.10,0.14,-0.24,0.30
408.523,0.01,0.50,-0.62,0.80
408.527,0.08,-0.34,-0.07,0.36
408.531,-0.01,0.05,-0.42,0.43
408.536,0.04,0.60,-0.33,0.69
408.544,0.18,-0.41,-0.01,0.45
408.544,-0.16,0.28,-0.25,0.41
408.576,-0.07,0.37,-0.60,0.71
408.577,-0.05,-0.23,-0.35,0.42
408.578,-0.04,0.54,-0.23,0.59
408.579,0.06,-0.29,-0.28,0.41
408.580,0.03,0.11,0.11,0.15
408.581,0.02,0.84,-0.38,0.92
408.581,-0.02,-0.26,-0.55,0.61
408.587,-0.03,-0.22,-0.19,0.29
408.593,0.00,0.56,-0.66,0.86
408.597,-0.05,0.18,-0.02,0.19
408.602,0.11,-0.24,0.10,0.29
408.607,0.02,0.15,-0.40,0.43
408.612,0.03,0.29,-0.26,0.39
408.613,-0.09,0.15,-0.44,0.48
408.617,-0.01,0.28,-0.50,0.57
408.621,0.09,-0.27,-0.08,0.29
408.627,-0.07,0.22,-0.12,0.26
408.632,-0.01,0.49,-0.26,0.56
408.636,0.10,-0.42,-0.31,0.54
408.644,-0.05,0.30,-0.41,0.51
408.647,0.03,0.43,-0.44,0.62
408.652,0.04,-0.09,-0.22,0.24
408.662,0.04,0.14,-0.13,0.20
408.663,0.02,-0.03,-0.32,0.32
408.690,-0.06,0.23,-0.21,0.32
408.691,-0.04,0.29,-0.50,0.58
408.692,-0.03,-0.16,-0.41,0.44
408.693,-0.05,0.13,-0.06,0.15
408.694,0.04,0.46,-0.32,0.56
408.694,0.06,0.19,-0.21,0.28
408.699,-0.03,-0.05,-0.11,0.12
408.705,0.04,0.08,-0.47,0.48
408.709,0.04,-0.02,-0.21,0.21
408.713,-0.04,0.01,-0.15,0.16
408.718,0.04,0.25,-0.35,0.43
408.725,0.10,-0.01,-0.22,0.25
408.728,-0.05,0.17,-0.30,0.35
408.734,-0.03,0.18,-0.30,0.35
408.738,0.04,-0.20,-0.14,0.25
408.743,-0.04,0.33,-0.26,0.42
408.748,-0.06,0.29,-0.42,0.52
408.755,-0.06,-0.04,-0.34,0.35
408.758,-0.06,0.31,-0.28,0.43
408.764,0.03,0.05,-0.31,0.32
408.768,-0.04,0.02,-0.08,0.09
408.774,-0.03,0.50,-0.22,0.54
408.779,0.04,0.01,-0.45,0.45
408.783,-0.08,-0.17,-0.32,0.37
408.791,-0.08,0.40,-0.47,0.62
408.794,0.04,0.04,-0.17,0.18
408.798,0.08,-0.28,0.07,0.30
408.818,-0.01,0.43,-0.29,0.52
408.819,-0.00,0.44,-0.29,0.52
408.819,0.06,-0.15,-0.43,0.46
408.820,-0.02,0.20,-0.49,0.53
408.823,0.05,0.03,-0.11,0.12
408.830,0.08,-0.04,-0.12,0.15
408.834,-0.08,0.48,-0.11,0.49
408.840,0.04,-0.18,-0.20,0.27
408.843,-0.08,0.17,-0.51,0.54
408.849,-0.20,0.68,-0.49,0.86
408.855,0.06,-0.37,-0.33,0.49
408.859,0.03,0.09,-0.05,0.11
408.864,-0.03,0.51,-0.22,0.55
408.871,0.00,-0.15,-0.25,0.29
408.880,-0.07,0.23,-0.29,0.38
408.881,0.01,0.21,-0.66,0.69
408.884,-0.03,-0.21,-0.20,0.29
408.890,0.05,0.18,-0.17,0.25
408.895,0.12,0.47,-0.31,0.57
408.898,0.15,-0.18,0.08,0.24
408.908,-0.06,0.00,-0.38,0.38
408.912,-0.12,0.61,-0.50,0.80
408.916,0.04,-0.27,-0.24,0.36
408.920,-0.05,0.19,-0.34,0.39
408.927,-0.03,0.47,-0.04,0.48
408.931,0.21,-0.13,-0.27,0.36
408.937,-0.08,0.54,-0.27,0.61
408.942,-0.00,-0.31,-0.33,0.46
408.947,0.02,-0.25,-0.38,0.45
408.950,-0.15,0.90,-0.32,0.96
408.958,0.06,-0.22,-0.37,0.44
408.962,0.02,0.13,0.01,0.14
408.966,-0.03,0.55,-0.28,0.61
408.994,0.04,-0.21,-0.32,0.38
408.995,-0.07,0.09,-0.16,0.20
408.996,0.06,0.17,-0.59,0.61
408.997,-0.01,0.09,-0.19,0.21
408.998,-0.05,0.06,-0.13,0.15
408.999,0.05,0.20,-0.45,0.50
409.003,0.07,0.05,0.12,0.14
409.008,-0.04,0.04,-0.40,0.40
409.011,0.02,0.44,-0.40,0.60
409.017,-0.02,-0.07,-0.25,0.26
409.021,-0.01,0.22,-0.57,0.61
409.027,0.03,0.06,-0.10,0.12
409.031,0.06,-0.10,-0.23,0.26
409.038,-0.04,0.45,-0.18,0.49
409.041,0.02,-0.37,-0.21,0.42
409.046,-0.01,0.33,-0.53,0.62
409.061,-0.16,0.77,-0.35,0.86
409.062,0.04,-0.43,-0.35,0.55
409.063,0.03,-0.02,-0.06,0.06
409.066,0.05,0.37,-0.21,0.43
409.073,-0.01,-0.05,-0.29,0.29
409.077,-0.13,0.31,-0.24,0.41
409.077,0.03,0.28,-0.55,0.61
409.081,0.08,0.07,-0.17,0.20
409.087,-0.01,0.21,-0.11,0.23
409.091,0.09,0.07,-0.22,0.25
409.096,0.33,-0.46,-0.15,0.59
409.103,-0.10,0.29,-0.38,0.49
409.110,-0.02,0.37,-0.42,0.57
409.111,0.10,-0.31,-0.31,0.45
409.119,-0.14,0.48,-0.33,0.60
409.122,-0.04,0.16,-0.11,0.20
409.128,0.12,0.08,-0.18,0.23
409.132,-0.05,0.79,-0.16,0.81
409.138,0.08,-0.33,-0.36,0.49
409.142,-0.07,-0.16,-0.47,0.50
409.149,-0.14,0.52,-0.41,0.67
409.157,0.14,-0.30,-0.33,0.47
409.158,0.09,-0.13,-0.01,0.16
409.193,-0.02,0.52,-0.18,0.55
409.194,0.04,0.18,-0.41,0.45
409.195,-0.11,0.17,-0.30,0.36
409.196,-0.10,0.34,-0.46,0.58
409.196,0.13,-0.12,-0.25,0.31
409.197,0.04,0.04,-0.10,0.11
409.198,-0.02,0.30,-0.22,0.37
409.198,0.19,-0.37,-0.26,0.49
409.205,0.04,0.04,-0.38,0.38
409.209,-0.09,0.56,-0.42,0.71
409.213,0.12,-0.06,-0.38,0.41
409.220,-0.03,0.24,-0.24,0.34
409.224,-0.10,0.26,-0.12,0.30
409.228,0.08,-0.15,-0.20,0.26
409.236,-0.07,0.52,-0.26,0.58
409.240,-0.10,0.24,-0.34,0.43
409.244,0.01,-0.34,-0.38,0.51
409.248,-0.03,0.30,-0.34,0.46
409.255,0.00,0.29,-0.27,0.40
409.259,0.05,-0.21,-0.08,0.23
409.263,-0.04,0.11,-0.15,0.19
409.269,-0.07,0.37,-0.38,0.53
409.273,-0.05,-0.00,-0.40,0.40
409.279,-0.13,0.13,-0.37,0.42
409.283,0.01,0.31,-0.28,0.41
409.291,0.15,-0.04,-0.16,0.22
409.294,-0.01,0.31,-0.20,0.37
409.301,0.01,0.03,-0.23,0.24
409.305,0.07,-0.31,-0.43,0.54
409.309,-0.20,0.56,-0.41,0.73
409.316,0.04,0.18,-0.30,0.35
409.322,0.12,-0.07,-0.24,0.28
409.357,-0.09,0.27,0.01,0.29
409.358,0.05,-0.11,-0.22,0.25
409.358,0.01,0.40,-0.44,0.59
409.359,-0.06,0.29,-0.45,0.54
409.360,0.03,-0.24,-0.50,0.55
409.361,-0.10,0.35,-0.09,0.37
409.362,0.00,0.23,-0.19,0.30
409.362,0.12,-0.03,-0.28,0.30
409.367,-0.03,0.07,-0.17,0.19
409.371,-0.03,0.36,-0.61,0.71
409.375,0.05,0.09,-0.41,0.42
409.381,-0.05,-0.21,-0.19,0.28
409.387,0.04,0.37,-0.26,0.46
409.391,0.08,0.03,-0.08,0.12
409.395,-0.13,0.16,-0.31,0.37
409.402,-0.06,0.18,-0.30,0.35
409.405,0.05,-0.20,-0.37,0.42
409.410,-0.16,0.60,-0.30,0.69
409.419,0.16,-0.15,-0.21,0.30
409.420,0.09,-0.07,-0.27,0.30
409.425,-0.17,0.73,-0.18,0.77
409.430,0.01,-0.42,-0.40,0.58
409.451,-0.02,0.32,-0.35,0.48
409.452,-0.10,0.59,-0.19,0.63
409.452,0.16,-0.41,-0.38,0.58
409.453,-0.12,0.38,-0.12,0.42
409.455,-0.02,0.30,-0.39,0.50
409.461,0.21,-0.26,-0.38,0.50
409.467,-0.21,0.14,-0.03,0.25
409.480,-0.06,0.36,-0.49,0.61
409.481,0.25,-0.16,-0.10,0.31
409.482,-0.20,0.15,-0.13,0.28
409.488,-0.02,0.31,-0.31,0.44
409.491,0.24,-0.29,-0.37,0.53
409.496,-0.16,0.47,-0.38,0.63
409.502,0.02,0.33,-0.29,0.44
409.506,0.28,-0.43,-0.30,0.59
409.512,-0.32,0.73,-0.08,0.80
409.517,0.07,-0.23,-0.19,0.31
409.522,0.18,-0.14,-0.53,0.58
409.527,-0.29,0.74,-0.11,0.80
409.533,0.12,-0.30,-0.40,0.51
409.537,0.10,0.27,-0.29,0.41
409.538,-0.16,0.58,-0.05,0.60
409.544,0.12,-0.35,-0.46,0.60
409.554,-0.11,0.03,-0.18,0.21
409.555,-0.22,0.40,-0.31,0.55
409.556,0.15,-0.19,-0.33,0.41
409.586,0.04,0.01,-0.16,0.16
409.587,-0.07,0.71,-0.22,0.75
409.588,0.24,-0.14,-0.31,0.42
409.588,0.00,-0.32,-0.31,0.44
409.589,-0.22,0.50,-0.18,0.57
409.589,0.15,-0.03,-0.40,0.43
409.594,-0.05,0.33,-0.32,0.46
409.597,-0.20,0.28,-0.10,0.36
409.604,0.18,-0.28,-0.45,0.56
409.607,-0.03,0.36,-0.25,0.44
409.613,-0.08,0.16,-0.22,0.28
409.618,0.12,-0.16,-0.50,0.54
409.623,-0.13,0.54,-0.17,0.58
409.627,-0.10,0.16,-0.18,0.26
409.632,0.09,-0.34,-0.29,0.46
409.640,-0.04,0.04,-0.25,0.25
409.643,0.06,0.38,-0.38,0.54
409.648,0.05,0.07,-0.26,0.28
409.653,-0.07,0.05,-0.26,0.28
409.658,0.07,0.19,-0.36,0.41
409.662,0.01,0.12,-0.32,0.34
409.669,-0.16,0.37,-0.23,0.47
409.675,0.06,0.06,-0.23,0.25
409.678,0.08,-0.07,-0.31,0.32
409.700,-0.06,0.31,-0.21,0.38
409.701,0.12,-0.04,-0.32,0.34
409.702,0.09,0.04,-0.43,0.44
409.703,-0.05,0.31,-0.27,0.41
409.704,0.01,0.07,-0.35,0.36
409.710,-0.04,0.19,-0.22,0.30
409.716,-0.08,0.00,-0.04,0.09
409.720,-0.01,0.00,-0.33,0.33
409.723,-0.00,0.38,-0.37,0.53
409.729,-0.01,0.12,-0.33,0.35
409.733,-0.00,0.05,-0.38,0.38
409.739,-0.02,0.13,-0.22,0.26
409.744,-0.03,0.08,-0.25,0.26
409.748,-0.06,0.11,-0.22,0.25
409.754,-0.04,0.12,-0.23,0.26
409.760,0.07,0.18,-0.40,0.45
409.764,0.08,-0.07,-0.31,0.33
409.771,-0.04,0.11,-0.25,0.27
409.775,0.00,0.31,-0.24,0.39
409.779,0.05,0.07,-0.34,0.35
409.786,-0.15,0.34,-0.25,0.45
409.790,0.02,-0.03,-0.23,0.23
409.795,0.07,-0.14,-0.44,0.47
409.809,-0.13,0.34,-0.21,0.42
409.810,0.12,-0.09,-0.34,0.37
409.811,-0.03,0.39,-0.33,0.52
409.815,-0.08,0.33,-0.12,0.36
409.821,0.13,-0.35,-0.32,0.49
409.825,-0.20,0.54,-0.27,0.64
409.831,-0.08,0.16,-0.28,0.34
409.835,0.15,-0.30,-0.43,0.55
409.840,-0.07,0.29,-0.19,0.36
409.846,-0.01,0.18,-0.21,0.28
409.851,0.25,-0.08,-0.31,0.41
409.856,-0.11,0.17,-0.18,0.27
409.860,-0.05,0.30,-0.24,0.39
409.866,0.23,-0.16,-0.46,0.54
409.871,-0.26,0.25,-0.22,0.43
409.876,-0.02,0.22,-0.14,0.26
409.882,0.17,-0.38,-0.43,0.60
409.887,-0.25,0.70,-0.08,0.74
409.891,0.10,0.03,-0.22,0.24
409.900,0.08,-0.21,-0.59,0.63
409.904,-0.27,0.77,-0.02,0.81
409.907,0.22,-0.46,-0.43,0.67
409.911,-0.00,0.09,-0.41,0.42
409.925,-0.22,0.64,-0.00,0.68
409.927,0.19,-0.45,-0.45,0.66
409.928,-0.05,0.27,-0.16,0.32
409.933,-0.18,0.47,-0.18,0.53
409.937,0.25,-0.11,-0.43,0.51
409.941,-0.06,-0.03,-0.23,0.24
409.948,-0.15,0.55,-0.31,0.65
409.952,0.25,-0.15,-0.28,0.40
409.956,-0.02,-0.23,-0.26,0.35
409.961,-0.13,0.52,-0.12,0.55
409.967,0.30,-0.33,-0.32,0.55
409.971,-0.07,0.41,-0.48,0.63
409.976,-0.22,0.47,-0.06,0.52
409.980,0.26,-0.52,-0.55,0.81
409.987,-0.09,0.52,-0.25,0.58
409.992,-0.11,0.14,0.02,0.18
409.998,0.20,-0.31,-0.51,0.63
410.002,-0.15,0.57,-0.12,0.61
410.003,0.06,-0.13,-0.29,0.33
410.007,0.15,0.12,-0.48,0.51
410.011,-0.07,0.45,-0.10,0.47
410.027,0.10,-0.14,-0.30,0.35
410.028,0.03,-0.05,-0.21,0.22
410.028,-0.18,0.39,-0.21,0.48
410.033,0.07,0.06,-0.40,0.41
410.037,0.00,-0.12,-0.34,0.36
410.042,-0.18,0.32,-0.27,0.45
410.047,0.17,0.06,-0.22,0.28
410.052,0.02,0.07,-0.25,0.26
410.057,-0.06,0.33,-0.21,0.39
410.064,0.13,-0.17,-0.34,0.40
410.069,-0.04,0.21,-0.36,0.42
410.072,-0.07,0.17,-0.17,0.25
410.080,0.08,-0.19,-0.36,0.41
410.085,-0.08,0.31,-0.22,0.39
410.089,-0.00,0.14,-0.14,0.20
410.093,0.10,0.21,-0.37,0.43
410.099,0.04,0.35,-0.26,0.44
410.103,0.01,-0.18,-0.31,0.36
410.109,-0.01,-0.07,-0.27,0.28
410.116,0.02,0.22,-0.26,0.34
410.119,0.07,0.07,-0.38,0.39
410.126,-0.01,0.05,-0.23,0.24
410.149,-0.07,0.34,-0.26,0.43
410.150,0.05,0.28,-0.36,0.46
410.151,-0.03,-0.11,-0.29,0.31
410.152,-0.17,0.03,-0.29,0.34
410.153,0.08,0.08,-0.31,0.33
410.153,0.06,0.13,-0.28,0.32
410.160,-0.09,0.23,-0.12,0.27
410.166,0.13,-0.10,-0.23,0.28
410.170,0.00,0.29,-0.42,0.51
410.174,-0.16,0.31,-0.28,0.44
410.179,0.13,-0.30,-0.40,0.52
410.184,0.03,0.31,-0.27,0.41
410.189,-0.05,0.32,-0.06,0.33
410.196,0.14,-0.19,-0.38,0.45
410.200,-0.10,0.30,-0.26,0.41
410.204,-0.10,0.22,-0.24,0.34
410.209,0.07,0.06,-0.38,0.39
410.214,-0.04,0.29,-0.13,0.32
410.219,0.05,-0.07,-0.26,0.27
410.224,0.16,-0.10,-0.40,0.44
410.230,-0.11,0.31,-0.23,0.40
410.234,-0.02,0.16,-0.32,0.36
410.239,0.12,-0.26,-0.27,0.39
410.254,-0.18,0.36,-0.12,0.42
410.254,-0.01,0.45,-0.21,0.50
410.255,0.20,-0.31,-0.37,0.52
410.259,-0.16,0.36,-0.28,0.48
410.266,0.13,0.15,-0.29,0.35
410.269,0.20,-0.15,-0.53,0.59
410.274,-0.26,0.49,-0.00,0.55
410.280,0.08,-0.17,-0.20,0.27
410.284,0.07,0.23,-0.43,0.49
410.290,-0.17,0.57,-0.09,0.60
410.296,0.09,-0.38,-0.44,0.58
410.299,0.08,0.12,-0.37,0.40
410.304,-0.09,0.33,-0.07,0.35
410.310,0.09,-0.14,-0.33,0.37
410.314,-0.02,-0.00,-0.16,0.16
410.319,-0.16,0.39,-0.29,0.51
410.324,0.05,-0.02,-0.40,0.40
410.333,0.03,-0.08,-0.35,0.36
410.336,-0.15,0.73,-0.14,0.76
410.340,0.35,-0.27,-0.30,0.54
410.346,0.02,-0.16,-0.28,0.32
410.350,-0.30,0.80,0.05,0.86
410.356,0.30,-0.38,-0.64,0.80
410.361,-0.11,0.27,-0.34,0.45
410.366,-0.19,0.24,0.04,0.31
410.370,0.25,-0.13,-0.54,0.61
410.377,-0.08,0.67,0.02,0.68
410.381,0.03,-0.49,-0.23,0.54
410.386,0.05,0.08,-0.58,0.59
410.391,-0.16,0.67,-0.21,0.71
410.396,0.06,-0.38,-0.55,0.67
410.404,-0.07,0.11,-0.09,0.15
410.405,-0.12,0.41,-0.02,0.43
410.427,0.11,0.28,-0.33,0.45
410.428,-0.03,-0.15,-0.27,0.31
410.429,-0.10,-0.02,-0.44,0.45
410.429,0.19,0.16,-0.41,0.48
410.433,-0.05,-0.15,-0.29,0.34
410.438,-0.07,0.39,-0.07,0.40
410.441,0.21,0.11,-0.12,0.26
410.447,-0.04,0.15,-0.36,0.40
410.451,-0.08,0.18,-0.22,0.29
410.457,0.13,-0.17,-0.55,0.59
410.465,0.06,0.45,-0.40,0.61
410.466,0.07,0.03,-0.15,0.16
410.467,-0.00,0.10,-0.17,0.20
410.473,-0.08,0.36,-0.06,0.38
410.478,-0.04,-0.37,-0.34,0.50
410.482,-0.12,0.27,-0.39,0.49
410.487,0.02,0.36,-0.38,0.52
410.494,0.16,-0.09,-0.48,0.51
410.497,-0.07,0.15,-0.07,0.18
410.503,0.08,-0.02,-0.23,0.24
410.507,0.12,0.00,-0.36,0.38
410.513,-0.16,0.15,-0.22,0.31
410.517,-0.11,0.30,-0.39,0.50
410.522,0.10,0.07,-0.33,0.35
410.529,-0.05,0.16,-0.21,0.27
410.537,0.02,0.20,-0.08,0.22
410.538,0.28,-0.26,-0.30,0.49
410.567,-0.07,0.20,-0.38,0.43
410.568,-0.14,0.08,-0.33,0.36
410.569,0.11,-0.04,-0.56,0.57
410.569,-0.12,0.61,-0.18,0.65
410.570,-0.03,-0.13,-0.07,0.15
410.571,0.14,-0.15,-0.34,0.39
410.574,-0.04,0.54,-0.14,0.56
410.580,0.10,-0.08,-0.41,0.43
410.584,0.04,0.05,-0.46,0.46
410.588,-0.18,0.51,-0.12,0.55
410.600,0.02,-0.03,-0.35,0.36
410.601,0.02,-0.24,-0.23,0.33
410.603,-0.13,0.26,-0.07,0.30
410.610,0.14,0.22,-0.40,0.47
410.615,0.12,-0.08,-0.39,0.42
410.619,-0.14,0.28,-0.24,0.40
410.623,0.12,-0.01,-0.28,0.31
410.630,0.04,-0.15,-0.36,0.39
410.634,-0.28,0.47,-0.22,0.59
410.639,0.06,0.07,-0.30,0.31
410.647,0.10,0.14,-0.37,0.40
410.648,-0.12,0.41,0.02,0.43
410.654,0.15,-0.27,-0.28,0.42
410.678,0.11,0.17,-0.53,0.56
410.679,-0.12,0.39,-0.29,0.50
410.680,0.01,-0.18,-0.48,0.52
410.680,-0.05,0.31,-0.23,0.39
410.681,-0.02,0.22,0.02,0.22
410.684,0.10,-0.24,-0.15,0.30
410.690,0.01,0.25,-0.16,0.29
410.695,-0.03,0.45,-0.51,0.68
410.699,0.08,-0.06,-0.65,0.66
410.704,-0.07,-0.08,-0.30,0.32
410.708,-0.09,0.42,-0.13,0.45
410.714,0.21,-0.18,-0.06,0.28
410.720,-0.06,-0.06,-0.13,0.15
410.726,-0.14,0.56,-0.13,0.60
410.731,0.28,-0.01,-0.60,0.66
410.735,-0.08,0.29,-0.54,0.62
410.742,-0.11,-0.04,-0.15,0.19
410.746,0.27,-0.16,-0.33,0.46
410.750,-0.11,0.68,0.05,0.69
410.755,-0.05,-0.15,-0.10,0.19
410.763,0.03,-0.04,-0.64,0.64
410.766,0.02,-0.07,-0.24,0.25
410.771,0.26,-1.51,-0.39,1.57
410.778,0.13,-1.32,-0.17,1.34
410.781,-0.05,-1.26,0.37,1.31
410.786,-0.04,-2.15,-0.31,2.18
410.809,-0.38,-1.19,-0.46,1.33
410.810,-0.22,0.04,-0.57,0.61
410.811,-0.06,-0.97,-0.58,1.13
410.812,-0.65,0.26,-0.22,0.73
410.812,0.18,-0.51,-0.35,0.65
410.817,0.01,0.23,-0.53,0.57
410.822,-0.33,0.45,0.02,0.56
410.827,-0.07,0.02,-0.31,0.32
410.831,-0.18,0.71,-0.31,0.80
410.836,0.09,0.50,0.11,0.52
410.843,0.44,0.44,-0.29,0.69
410.848,0.46,0.22,0.00,0.51
410.852,0.45,0.21,-0.22,0.54
410.859,0.34,0.26,-0.73,0.85
410.862,-0.05,0.02,-0.37,0.37
410.866,-0.22,0.03,-0.42,0.48
410.871,-0.30,0.13,-0.22,0.40
410.878,-0.39,0.15,0.04,0.42
410.885,-0.25,-0.02,-0.31,0.39
410.886,-0.28,-0.13,-0.33,0.45
410.893,-0.16,0.07,-0.37,0.40
410.900,0.05,0.04,-0.58,0.59
410.901,0.05,0.06,-0.29,0.30
410.921,0.16,0.29,-0.21,0.39
410.922,0.31,0.31,-0.22,0.49
410.923,0.23,0.30,-0.17,0.41
410.923,0.19,0.19,-0.29,0.39
410.929,0.14,0.37,-0.25,0.47
410.929,0.11,0.42,-0.22,0.48
410.934,-0.10,0.21,-0.15,0.28
410.938,-0.16,0.20,-0.12,0.29
410.943,-0.21,0.17,-0.32,0.42
410.948,-0.20,0.05,-0.42,0.46
410.952,-0.14,-0.01,-0.36,0.39
410.960,0.02,-0.02,-0.40,0.40
410.964,0.04,-0.05,-0.35,0.35
410.967,0.04,-0.06,-0.32,0.33
410.975,0.03,0.07,-0.41,0.42
410.979,0.00,0.25,-0.34,0.42
410.984,-0.04,0.29,-0.33,0.44
410.988,0.03,0.31,-0.19,0.37
410.994,0.06,0.37,-0.04,0.37
410.998,0.07,0.30,-0.09,0.32
411.003,0.07,0.26,-0.17,0.32
411.010,0.02,0.22,-0.35,0.42
411.011,-0.00,0.20,-0.46,0.50
411.017,-0.04,0.06,-0.40,0.40
411.021,-0.00,-0.01,-0.31,0.31
411.032,0.03,0.05,-0.24,0.24
411.035,-0.00,0.10,-0.24,0.26
411.036,-0.11,0.09,-0.34,0.36
411.056,-0.14,0.11,-0.38,0.42
411.057,-0.17,0.16,-0.36,0.43
411.058,-0.10,0.20,-0.25,0.33
411.059,-0.02,0.25,-0.14,0.28
411.065,0.07,0.28,-0.16,0.33
411.069,0.13,0.22,-0.25,0.36
411.074,0.12,0.14,-0.36,0.41
411.078,0.11,0.14,-0.40,0.44
411.083,0.09,0.19,-0.35,0.41
411.089,0.07,0.18,-0.27,0.34
411.093,-0.00,0.16,-0.21,0.26
411.098,-0.11,0.15,-0.23,0.29
411.103,-0.17,0.11,-0.32,0.38
411.109,-0.18,0.10,-0.34,0.40
411.113,-0.17,0.13,-0.30,0.37
411.118,-0.11,0.15,-0.27,0.33
411.124,-0.00,0.11,-0.22,0.24
411.129,0.04,0.09,-0.29,0.31
411.134,0.08,0.13,-0.37,0.40
411.139,0.12,0.13,-0.36,0.40
411.144,0.09,0.19,-0.31,0.37
411.149,0.08,0.25,-0.24,0.36
411.156,0.04,0.22,-0.19,0.30
411.159,-0.01,0.20,-0.16,0.26
411.164,-0.06,0.20,-0.26,0.33
411.168,-0.09,0.20,-0.31,0.38
411.174,-0.09,0.16,-0.37,0.41
411.181,-0.04,0.12,-0.28,0.31
411.184,-0.00,0.09,-0.25,0.26
411.190,0.02,0.06,-0.25,0.26
411.195,-0.01,0.07,-0.33,0.34
411.201,-0.01,0.11,-0.37,0.38
411.222,0.03,0.15,-0.35,0.39
411.223,0.01,0.14,-0.27,0.31
411.224,-0.02,0.15,-0.17,0.23
411.225,-0.02,0.23,-0.14,0.27
411.229,-0.02,0.25,-0.23,0.34
411.230,-0.02,0.24,-0.34,0.42
411.236,-0.04,0.19,-0.33,0.39
411.240,-0.01,0.16,-0.26,0.31
411.246,0.06,0.13,-0.24,0.28
411.250,0.05,0.14,-0.23,0.27
411.260,0.03,0.15,-0.28,0.32
411.261,-0.01,0.09,-0.35,0.36
411.266,-0.03,0.09,-0.39,0.40
411.273,-0.04,0.15,-0.28,0.32
411.278,-0.05,0.15,-0.21,0.26
411.281,-0.05,0.20,-0.17,0.27
411.290,0.02,0.16,-0.20,0.26
411.291,-0.04,0.16,-0.30,0.35
411.296,0.01,0.18,-0.38,0.42
411.301,0.02,0.14,-0.31,0.34
411.306,0.03,0.16,-0.30,0.34
411.315,0.08,0.18,-0.25,0.32
411.315,0.04,0.18,-0.23,0.30
411.326,0.01,0.10,-0.29,0.31
411.327,-0.03,0.16,-0.31,0.35
411.333,-0.11,0.19,-0.37,0.43
411.335,-0.07,0.18,-0.31,0.36
411.356,-0.04,0.16,-0.20,0.27
411.357,0.01,0.10,-0.20,0.22
411.358,-0.01,0.18,-0.27,0.32
411.358,0.03,0.14,-0.31,0.34
411.362,0.04,0.18,-0.42,0.46
411.367,0.04,0.13,-0.29,0.32
411.376,0.03,0.14,-0.27,0.31
411.377,0.07,0.18,-0.18,0.26
411.382,0.01,0.15,-0.22,0.27
411.388,0.02,0.19,-0.27,0.33
411.392,-0.05,0.18,-0.35,0.40
411.393,-0.09,0.16,-0.31,0.36
411.397,-0.03,0.15,-0.24,0.29
411.407,0.01,0.14,-0.25,0.29
411.408,-0.03,0.14,-0.19,0.23
411.412,0.03,0.12,-0.31,0.34
411.417,0.02,0.15,-0.37,0.40
411.424,0.02,0.13,-0.32,0.34
411.428,0.05,0.15,-0.28,0.32
411.455,0.01,0.20,-0.25,0.32
411.456,0.01,0.18,-0.28,0.33
411.457,-0.00,0.22,-0.26,0.34
411.458,-0.01,0.18,-0.29,0.34
411.459,-0.02,0.20,-0.32,0.38
411.460,-0.03,0.18,-0.27,0.33
411.468,-0.01,0.19,-0.25,0.31
411.469,0.01,0.16,-0.28,0.32
411.473,-0.01,0.15,-0.29,0.33
411.477,0.02,0.13,-0.34,0.37
411.483,0.00,0.12,-0.33,0.35
411.488,-0.06,0.16,-0.30,0.34
411.497,-0.05,0.17,-0.21,0.27
411.498,-0.05,0.18,-0.17,0.25
411.505,-0.05,0.19,-0.21,0.29
411.509,-0.02,0.15,-0.31,0.35
411.513,-0.03,0.15,-0.33,0.36
411.517,0.01,0.17,-0.29,0.34
411.529,0.03,0.17,-0.26,0.31
411.530,0.04,0.16,-0.25,0.30
411.533,0.01,0.12,-0.27,0.30
411.540,-0.03,0.14,-0.32,0.35
411.543,-0.03,0.18,-0.35,0.39
411.548,-0.04,0.18,-0.32,0.37
411.564,-0.01,0.16,-0.27,0.32
411.565,0.00,0.16,-0.22,0.27
411.566,-0.01,0.16,-0.25,0.30
411.567,-0.02,0.15,-0.31,0.34
411.574,-0.03,0.15,-0.34,0.37
411.579,-0.02,0.15,-0.32,0.36
411.590,-0.01,0.14,-0.28,0.31
411.591,0.02,0.13,-0.25,0.28
411.594,0.02,0.16,-0.20,0.26
411.598,0.03,0.18,-0.25,0.31
411.604,-0.02,0.16,-0.30,0.34
411.609,-0.05,0.19,-0.34,0.39
411.622,-0.02,0.18,-0.35,0.39
411.623,-0.03,0.15,-0.25,0.30
411.624,-0.01,0.19,-0.22,0.29
411.629,-0.03,0.18,-0.25,0.31
411.637,-0.03,0.15,-0.30,0.33
411.640,0.01,0.14,-0.33,0.36
411.656,-0.02,0.14,-0.32,0.35
411.661,0.07,0.14,-0.29,0.33
411.661,0.03,0.14,-0.28,0.31
411.662,0.01,0.17,-0.24,0.29
411.663,-0.04,0.16,-0.25,0.30
